PM10, 566.00,56,2024_07_06 - 09:01:12 PM
PM10, 31.00,3,2024_07_06 - 09:02:12 PM
PM10, 31.00,3,2024_07_06 - 09:08:15 PM
PM10, 31.00,3,2024_07_06 - 09:09:15 PM
PM10, 0.50,0.,2024_07_06 - 09:17:19 PM
PM10, 0.50,0.,2024_07_06 - 09:19:19 PM
PM10, 26.00,2,2024_07_06 - 09:20:20 PM
PM10, 0.50,0.,2024_07_06 - 09:20:20 PM
PM10, 26.00,2,2024_07_06 - 09:23:21 PM
PM10, 0.50,0.,2024_07_06 - 09:23:21 PM
PM10, 26.00,2,2024_07_06 - 09:27:23 PM
PM10, 26.00,2,2024_07_06 - 09:48:32 PM
PM10, 26.00,2,2024_07_06 - 09:56:36 PM
PM10, 890.00,89,2024_07_06 - 10:05:39 PM
PM10, 890.00,89,2024_07_06 - 10:06:40 PM
PM10, 1.75,1.7,2024_07_06 - 10:55:01 PM
PM10, 1.75,1.7,2024_07_06 - 10:57:02 PM
PM10, 36.00,3,2024_07_06 - 11:18:11 PM
PM10, 1.25,1.2,2024_07_06 - 11:23:13 PM
PM10, 25.50,25.,2024_07_06 - 11:26:14 PM
PM10, 25.50,25.,2024_07_06 - 11:27:15 PM
PM10, 35.50,35.,2024_07_06 - 11:30:16 PM
PM10, 36.00,3,2024_07_06 - 11:56:27 PM
PM10, 577.00,57,2024_07_07 - 12:26:40 AM
PM10, 576.00,57,2024_07_07 - 12:42:47 AM
PM10, 25.50,25.,2024_07_07 - 12:50:51 AM
PM10, 25.50,25.,2024_07_07 - 12:51:51 AM
PM10, 25.50,25.,2024_07_07 - 12:52:52 AM
PM10, 35.50,35.,2024_07_07 - 12:54:53 AM
PM10, 651.00,65,2024_07_07 - 01:04:57 AM
PM10, 35.50,35.,2024_07_07 - 01:13:00 AM
PM10, 35.50,35.,2024_07_07 - 01:14:01 AM
PM10, 677.00,67,2024_07_07 - 01:19:03 AM
PM10, 678.00,67,2024_07_07 - 01:49:16 AM
PM10, 890.00,89,2024_07_07 - 02:06:23 AM
PM10, 890.00,89,2024_07_07 - 02:08:24 AM
PM10, 10.00,1,2024_07_07 - 02:12:26 AM
PM10, 35.50,35.,2024_07_07 - 02:36:36 AM
PM10, 9.50,9.,2024_07_07 - 02:38:37 AM
PM10, 36.50,36.,2024_07_07 - 03:13:53 AM
PM10, 36.50,36.,2024_07_07 - 03:14:53 AM
PM10, 36.50,36.,2024_07_07 - 03:27:59 AM
PM1, 11.21,11.3400001,2024_07_07 - 03:35:00 AM
PM1, 6.00,14,2024_07_07 - 03:35:00 AM
PM10, 11.50,11.,2024_07_07 - 03:45:06 AM
PM1, 15.02,15.2299995,2024_07_07 - 04:35:27 AM
PM1, 12.00,16,2024_07_07 - 04:35:27 AM
PM10, 17.00,1,2024_07_07 - 05:09:43 AM
PM10, 16.50,16.,2024_07_07 - 05:26:50 AM
PM10, 36.50,36.,2024_07_07 - 05:40:56 AM
PM10, 13.50,13.,2024_07_07 - 06:20:13 AM
PM10, 13.00,1,2024_07_07 - 06:30:17 AM
PM1, 14.00,12,2024_07_07 - 06:36:19 AM
PM10, 12.50,12.,2024_07_07 - 06:39:21 AM
PM10, 36.00,3,2024_07_07 - 06:56:29 AM
PM10, 746.00,74,2024_07_07 - 07:12:36 AM
PM10, 26.00,2,2024_07_07 - 07:54:54 AM
PM10, 890.00,89,2024_07_07 - 07:54:54 AM
PM10, 10.50,10.,2024_07_07 - 07:54:54 AM
PM10, 890.00,89,2024_07_07 - 07:55:54 AM
PM10, 26.00,2,2024_07_07 - 07:57:55 AM
PM10, 26.00,2,2024_07_07 - 07:58:56 AM
PM10, 26.00,2,2024_07_07 - 07:59:56 AM
PM10, 26.00,2,2024_07_07 - 08:00:57 AM
PM10, 26.00,2,2024_07_07 - 08:03:58 AM
PM10, 739.00,73,2024_07_07 - 08:12:01 AM
PM1, 10.00,14,2024_07_07 - 08:37:11 AM
PM10, 890.00,89,2024_07_07 - 08:38:13 AM
PM10, 890.00,89,2024_07_07 - 08:39:13 AM
PM10, 890.00,89,2024_07_07 - 08:40:13 AM
PM10, 890.00,89,2024_07_07 - 08:41:14 AM
PM10, 4.75,4.7,2024_07_07 - 09:57:47 AM
PM10, 3.75,3.7,2024_07_07 - 10:27:00 AM
PM10, 3.50,3.,2024_07_07 - 10:33:02 AM
PM1, 14.00,12,2024_07_07 - 10:38:03 AM
PM10, 26.00,2,2024_07_07 - 10:59:14 AM
PM10, 8.50,8.,2024_07_07 - 11:02:15 AM
PM10, 26.00,2,2024_07_07 - 11:15:20 AM
PM1, 26.40,26.,2024_07_07 - 11:38:29 AM
PM1, 33.12,34.2000007,2024_07_07 - 11:38:29 AM
PM1, 2.85,2.66000008,2024_07_07 - 11:38:29 AM
PM1, 8.00,12,2024_07_07 - 11:38:29 AM
PM10, 1.25,1.2,2024_07_07 - 11:51:36 AM
PM10, 33.00,3,2024_07_07 - 11:55:38 AM
PM10, 34.00,3,2024_07_07 - 12:02:41 PM
